direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
Инженерное оборудование,Пожарная безопасность,АПС,Автоматическое пожаротушение,Спецавтоматика,Спецавтоматика,spetsavtomatika-biysk,https://sa-biysk.ru/,assets/img/logos/vendors/spetsavtomatika-biysk.png,https://sa-biysk.ru/upload/library/logo2023.png,logo_ready,medium,codex_fire_p0_vendor_fill_20260702,Official logo from sa-biysk.ru. Mapped to automatic fire extinguishing product groups; broader fire systems need business confirmation.
Конструктив / силикатный кирпич,Конструктив / силикатный кирпич,Конструктив / силикатный кирпич,Конструктив / силикатный кирпич,ЧЗСК,ЧЗСК,chzsk,https://silicatbrick.ru/,assets/img/logos/partners/chzsk.png,https://silicatbrick.ru/images/logos/8/logo8.png,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Конструктивные решения,Бетонные конструкции,Топпинговый бетонный пол,Топпинговый бетонный пол,Элакор,Элакор,elakor,https://www.teohim.ru/,assets/img/logos/vendors/elakor.png,https://www.teohim.ru/cssjs/astyle_025_00.css#dlogoimg,logo_ready,high,official_p2_remaining_groups_20260706,Official TeoHim/Elakor site title identifies industrial and concrete floors; page contains topping materials; logo extracted from official CSS data URI.
Конструктивные решения,Геосинтетические материалы,Геотекстиль,Геотекстиль,Комитекс,Комитекс,komitex,https://www.komitex.ru/,assets/img/logos/vendors/komitex.png,https://www.komitex.ru/well/templates/ve01/pics/sprite.png#logo,logo_ready,high,official_p2_remaining_groups_20260706,"Official site title identifies Komitex as producer of nonwoven materials and synthetic fibers; white official logo cropped from official sprite, visual check required on white cards."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,Creavit,Creavit,creavit,https://erkam.ru,assets/img/logos/vendors/import-20260630/creavit.svg,https://erkam.ru/wp-content/uploads/2026/03/Erkam-Logo-2026.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 46. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,SALINI,SALINI,salini,https://salini-srl.com,assets/img/logos/vendors/import-20260630/salini.svg,https://salini-srl.com/local/templates/main/assets/images/svg/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 44. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Березник,Березник,bereznik,https://bereznik.com,assets/img/logos/vendors/import-20260630/bereznik.svg,https://bereznik.com/build/assets/logo-footer-NtiaFQl_.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 10. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Вятский ФК,Вятский ФК,vyatskiy-fk,https://segezha-group.com,assets/img/logos/vendors/import-20260630/vyatskiy-fk.svg,https://segezha-group.com/local/templates/segezha/assets/img/components/main-navbar/logo-color.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 26. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Галичский ФК,Галичский ФК,galichskiy-fk,https://segezha-group.com,assets/img/logos/vendors/import-20260630/galichskiy-fk.svg,https://segezha-group.com/local/templates/segezha/assets/img/components/main-navbar/logo-color.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 27. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Гомельдрев,Гомельдрев,gomeldrev,https://gomeldrev.by,assets/img/logos/vendors/import-20260630/gomeldrev.png,https://gomeldrev.by/wp-content/uploads/2017/08/logo41.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 107. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,ДК Жуньда,ДК Жуньда,dk-zhunda,https://vsp-komplekt96.ru,assets/img/logos/vendors/import-20260630/dk-zhunda.png,https://vsp-komplekt96.ru/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 51. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Демидовский ФК,Демидовский ФК,demidovskiy-fk,https://demidovo.ru,assets/img/logos/vendors/import-20260630/demidovskiy-fk.gif,https://demidovo.ru/i/header-logo.gif,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 32. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Илим Тимбер,Илим Тимбер,ilim-timber,https://ilimtimber.com,assets/img/logos/vendors/import-20260630/ilim-timber.svg,https://ilimtimber.eu/wp-content/uploads/2024/04/itd-logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 55. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,ИнвестФорэст,ИнвестФорэст,investforest,https://if12.ru,assets/img/logos/vendors/import-20260630/investforest.png,https://if12.ru/images/logo2.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 56. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,"Компания ""МаГрин""","Компания ""МаГрин""",kompaniya-magrin,https://magreen.ru,assets/img/logos/vendors/import-20260630/kompaniya-magrin.png,http://magreen.ru/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 36. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Красфан,Красфан,krasfan,https://segezha-group.com,assets/img/logos/vendors/import-20260630/krasfan.svg,https://segezha-group.com/local/templates/segezha/assets/img/components/main-navbar/logo-color.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 19. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Кроноспан,Кроноспан,kronospan,https://ultradecor.com,assets/img/logos/vendors/import-20260630/kronospan.webp,https://ultradecor.com/wp-content/smush-webp/logo.png.webp,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 4. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,ЛК Синергия,ЛК Синергия,lk-sinergiya,https://snerg.ru,assets/img/logos/vendors/import-20260630/lk-sinergiya.png,https://snerg.ru/local/templates/snerg/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,Official header PNG selected instead of footer SVG for readable white-card rendering.
